original_movieId,reindexed_movieId,title,genres
1073,60,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1080,61,Monty Python's Life of Brian (1979),Comedy
1089,62,Reservoir Dogs (1992),Crime|Mystery|Thriller
1090,63,Platoon (1986),Drama|War
1092,64,Basic Instinct (1992),Crime|Mystery|Thriller
1097,65,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1127,66,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1136,67,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1196,68,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1197,69,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1198,70,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1206,71,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1208,72,Apocalypse Now (1979),Action|Drama|War
1210,73,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1213,74,Goodfellas (1990),Crime|Drama
1214,75,Alien (1979),Horror|Sci-Fi
1219,76,Psycho (1960),Crime|Horror
1220,77,"Blues Brothers, The (1980)",Action|Comedy|Musical
1222,78,Full Metal Jacket (1987),Drama|War
1224,79,Henry V (1989),Action|Drama|Romance|War
1226,80,"Quiet Man, The (1952)",Drama|Romance
1240,81,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1256,82,Duck Soup (1933),Comedy|Musical|War
1258,83,"Shining, The (1980)",Horror
1265,84,Groundhog Day (1993),Comedy|Fantasy|Romance
1270,85,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1275,86,Highlander (1986),Action|Adventure|Fantasy
1278,87,Young Frankenstein (1974),Comedy|Fantasy
1282,88,Fantasia (1940),Animation|Children|Fantasy|Musical
1291,89,Indiana Jones and the Last Crusade (1989),Action|Adventure
1298,90,Pink Floyd: The Wall (1982),Drama|Musical
1348,91,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1377,92,Batman Returns (1992),Action|Crime
1396,93,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1408,94,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1445,95,McHale's Navy (1997),Comedy|War
1473,96,Best Men (1997),Action|Comedy|Crime|Drama
1500,97,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1517,98,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1552,99,Con Air (1997),Action|Adventure|Thriller
1573,100,Face/Off (1997),Action|Crime|Drama|Thriller
1580,101,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1587,102,Conan the Barbarian (1982),Action|Adventure|Fantasy
1617,103,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1620,104,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1625,105,"Game, The (1997)",Drama|Mystery|Thriller
1644,106,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1676,107,Starship Troopers (1997),Action|Sci-Fi
1732,108,"Big Lebowski, The (1998)",Comedy|Crime
1777,109,"Wedding Singer, The (1998)",Comedy|Romance
1793,110,Welcome to Woop-Woop (1997),Comedy
1804,111,"Newton Boys, The (1998)",Crime|Drama
1805,112,Wild Things (1998),Crime|Drama|Mystery|Thriller
1920,113,Small Soldiers (1998),Animation|Children|Fantasy|War
1927,114,All Quiet on the Western Front (1930),Action|Drama|War
1954,115,Rocky (1976),Drama
1967,116,Labyrinth (1986),Adventure|Fantasy|Musical
2000,117,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2005,118,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
2012,119,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2018,120,Bambi (1942),Animation|Children|Drama
2028,121,Saving Private Ryan (1998),Action|Drama|War
2033,122,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
2046,123,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
2048,124,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
2054,125,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
2058,126,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
2078,127,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
2090,128,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2093,129,Return to Oz (1985),Adventure|Children|Fantasy
2094,130,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2096,131,Sleeping Beauty (1959),Animation|Children|Musical
2099,132,Song of the South (1946),Adventure|Animation|Children|Musical
2105,133,Tron (1982),Action|Adventure|Sci-Fi
2115,134,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2116,135,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
2137,136,Charlotte's Web (1973),Animation|Children
2139,137,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2141,138,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
2143,139,Legend (1985),Adventure|Fantasy|Romance
2161,140,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2174,141,Beetlejuice (1988),Comedy|Fantasy
2193,142,Willow (1988),Action|Adventure|Fantasy
2253,143,Toys (1992),Comedy|Fantasy
2268,144,"Few Good Men, A (1992)",Crime|Drama|Thriller
2273,145,Rush Hour (1998),Action|Comedy|Crime|Thriller
2291,146,Edward Scissorhands (1990),Drama|Fantasy|Romance
2329,147,American History X (1998),Crime|Drama
2338,148,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2353,149,Enemy of the State (1998),Action|Thriller
2366,150,King Kong (1933),Action|Adventure|Fantasy|Horror
2387,151,Very Bad Things (1998),Comedy|Crime
2389,152,Psycho (1998),Crime|Horror|Thriller
2395,153,Rushmore (1998),Comedy|Drama
2406,154,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2414,155,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
2427,156,"Thin Red Line, The (1998)",Action|Drama|War
2450,157,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2459,158,"Texas Chainsaw Massacre, The (1974)",Horror
2470,159,Crocodile Dundee (1986),Adventure|Comedy
2478,160,¡Three Amigos! (1986),Comedy|Western
2492,161,20 Dates (1998),Comedy|Romance
2502,162,Office Space (1999),Comedy|Crime
2528,163,Logan's Run (1976),Action|Adventure|Sci-Fi
2529,164,Planet of the Apes (1968),Action|Drama|Sci-Fi
2542,165,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2571,166,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2580,167,Go (1999),Comedy|Crime
2596,168,SLC Punk! (1998),Comedy|Drama
2616,169,Dick Tracy (1990),Action|Crime
2617,170,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2628,171,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2640,172,Superman (1978),Action|Adventure|Sci-Fi
2641,173,Superman II (1980),Action|Sci-Fi
2644,174,Dracula (1931),Horror
2648,175,Frankenstein (1931),Drama|Horror|Sci-Fi
2654,176,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2657,177,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2692,178,Run Lola Run (Lola rennt) (1998),Action|Crime
2700,179,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2716,180,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2761,181,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2797,182,Big (1988),Comedy|Drama|Fantasy|Romance
2826,183,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2858,184,American Beauty (1999),Drama|Romance
2872,185,Excalibur (1981),Adventure|Fantasy
2899,186,Gulliver's Travels (1939),Adventure|Animation|Children
2916,187,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2944,188,"Dirty Dozen, The (1967)",Action|Drama|War
2947,189,Goldfinger (1964),Action|Adventure|Thriller
2948,190,From Russia with Love (1963),Action|Adventure|Thriller
2949,191,Dr. No (1962),Action|Adventure|Thriller
2959,192,Fight Club (1999),Action|Crime|Drama|Thriller
2985,193,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2987,194,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2991,195,Live and Let Die (1973),Action|Adventure|Thriller
2993,196,Thunderball (1965),Action|Adventure|Thriller
2997,197,Being John Malkovich (1999),Comedy|Drama|Fantasy
3033,198,Spaceballs (1987),Comedy|Sci-Fi
3034,199,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
3052,200,Dogma (1999),Adventure|Comedy|Fantasy
3053,201,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
3062,202,"Longest Day, The (1962)",Action|Drama|War
3147,203,"Green Mile, The (1999)",Crime|Drama
3168,204,Easy Rider (1969),Adventure|Drama
3176,205,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3243,206,Encino Man (1992),Comedy
3247,207,Sister Act (1992),Comedy|Crime
3253,208,Wayne's World (1992),Comedy
3273,209,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3386,210,JFK (1991),Drama|Mystery|Thriller
3439,211,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3440,212,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
3441,213,Red Dawn (1984),Action|Drama|War
3448,214,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3450,215,Grumpy Old Men (1993),Comedy
3479,216,Ladyhawke (1985),Adventure|Fantasy|Romance
3489,217,Hook (1991),Adventure|Comedy|Fantasy
3527,218,Predator (1987),Action|Sci-Fi|Thriller
3578,219,Gladiator (2000),Action|Adventure|Drama
3617,220,Road Trip (2000),Comedy
3639,221,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
3671,222,Blazing Saddles (1974),Comedy|Western
3702,223,Mad Max (1979),Action|Adventure|Sci-Fi
3703,224,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
3729,225,Shaft (1971),Action|Crime|Drama|Thriller
3740,226,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3744,227,Shaft (2000),Action|Crime|Thriller
3793,228,X-Men (2000),Action|Adventure|Sci-Fi
3809,229,What About Bob? (1991),Comedy
4006,230,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
5060,231,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
318,232,"Shawshank Redemption, The (1994)",Crime|Drama
1704,233,Good Will Hunting (1997),Drama|Romance
6874,234,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
8798,235,Collateral (2004),Action|Crime|Drama|Thriller
46970,236,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
48516,237,"Departed, The (2006)",Crime|Drama|Thriller
58559,238,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
60756,239,Step Brothers (2008),Comedy
68157,240,Inglourious Basterds (2009),Action|Drama|War
71535,241,Zombieland (2009),Action|Comedy|Horror
74458,242,Shutter Island (2010),Drama|Mystery|Thriller
77455,243,Exit Through the Gift Shop (2010),Comedy|Documentary
79132,244,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
80489,245,"Town, The (2010)",Crime|Drama|Thriller
80906,246,Inside Job (2010),Documentary
86345,247,Louis C.K.: Hilarious (2010),Comedy
89774,248,Warrior (2011),Drama
91529,249,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
91658,250,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
99114,251,Django Unchained (2012),Action|Drama|Western
106782,252,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
109487,253,Interstellar (2014),Sci-Fi|IMAX
112552,254,Whiplash (2014),Drama
114060,255,The Drop (2014),Crime|Drama|Thriller
115713,256,Ex Machina (2015),Drama|Sci-Fi|Thriller
122882,257,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
131724,258,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
31,259,Dangerous Minds (1995),Drama
647,260,Courage Under Fire (1996),Action|Crime|Drama|War
688,261,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
720,262,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
849,263,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
914,264,My Fair Lady (1964),Comedy|Drama|Musical|Romance
1093,265,"Doors, The (1991)",Drama
1124,266,On Golden Pond (1981),Drama
1263,267,"Deer Hunter, The (1978)",Drama|War
1272,268,Patton (1970),Drama|War
1302,269,Field of Dreams (1989),Children|Drama|Fantasy
1371,270,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
2080,271,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
2288,272,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2424,273,You've Got Mail (1998),Comedy|Romance
2851,274,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
3024,275,Piranha (1978),Horror|Sci-Fi
3210,276,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3949,277,Requiem for a Dream (2000),Drama
4518,278,The Lair of the White Worm (1988),Comedy|Horror
5048,279,Snow Dogs (2002),Adventure|Children|Comedy
5181,280,Hangar 18 (1980),Action|Sci-Fi|Thriller
5746,281,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi
5764,282,Looker (1981),Drama|Horror|Sci-Fi|Thriller
5919,283,Android (1982),Sci-Fi
6238,284,Green Card (1990),Comedy|Drama|Romance
6835,285,Alien Contamination (1980),Action|Horror|Sci-Fi
7899,286,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action
7991,287,Death Race 2000 (1975),Action|Sci-Fi
26409,288,"Clonus Horror, The (1979)",Horror|Sci-Fi
70946,289,Troll 2 (1990),Fantasy|Horror
72378,290,2012 (2009),Action|Drama|Sci-Fi|Thriller
21,291,Get Shorty (1995),Comedy|Crime|Thriller
32,292,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
45,293,To Die For (1995),Comedy|Drama|Thriller
52,294,Mighty Aphrodite (1995),Comedy|Drama|Romance
58,295,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
106,296,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
125,297,Flirting With Disaster (1996),Comedy
126,298,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
162,299,Crumb (1994),Documentary
171,300,Jeffrey (1995),Comedy|Drama
176,301,Living in Oblivion (1995),Comedy
190,302,Safe (1995),Thriller
215,303,Before Sunrise (1995),Drama|Romance
222,304,Circle of Friends (1995),Drama|Romance
232,305,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
247,306,Heavenly Creatures (1994),Crime|Drama
265,307,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
319,308,Shallow Grave (1994),Comedy|Drama|Thriller
342,309,Muriel's Wedding (1994),Comedy
345,310,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
348,311,Bullets Over Broadway (1994),Comedy
351,312,"Corrina, Corrina (1994)",Comedy|Drama|Romance
357,313,Four Weddings and a Funeral (1994),Comedy|Romance
368,314,Maverick (1994),Adventure|Comedy|Western
417,315,Barcelona (1994),Comedy|Romance
450,316,With Honors (1994),Comedy|Drama
475,317,In the Name of the Father (1993),Drama
492,318,Manhattan Murder Mystery (1993),Comedy|Mystery
509,319,"Piano, The (1993)",Drama|Romance
538,320,Six Degrees of Separation (1993),Drama
539,321,Sleepless in Seattle (1993),Comedy|Drama|Romance
588,322,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
595,323,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
599,324,"Wild Bunch, The (1969)",Adventure|Western
708,325,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
759,326,Maya Lin: A Strong Clear Vision (1994),Documentary
800,327,Lone Star (1996),Drama|Mystery|Western
892,328,Twelfth Night (1996),Comedy|Drama|Romance
898,329,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
899,330,Singin' in the Rain (1952),Comedy|Musical|Romance
902,331,Breakfast at Tiffany's (1961),Drama|Romance
904,332,Rear Window (1954),Mystery|Thriller
908,333,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
910,334,Some Like It Hot (1959),Comedy|Crime
912,335,Casablanca (1942),Drama|Romance
920,336,Gone with the Wind (1939),Drama|Romance|War
930,337,Notorious (1946),Film-Noir|Romance|Thriller
937,338,Love in the Afternoon (1957),Comedy|Romance
1046,339,Beautiful Thing (1996),Drama|Romance
1057,340,Everyone Says I Love You (1996),Comedy|Musical|Romance
1077,341,Sleeper (1973),Comedy|Sci-Fi
1079,342,"Fish Called Wanda, A (1988)",Comedy|Crime
1084,343,Bonnie and Clyde (1967),Crime|Drama
1086,344,Dial M for Murder (1954),Crime|Mystery|Thriller
1094,345,"Crying Game, The (1992)",Drama|Romance|Thriller
1103,346,Rebel Without a Cause (1955),Drama
1179,347,"Grifters, The (1990)",Crime|Drama|Film-Noir
1183,348,"English Patient, The (1996)",Drama|Romance|War
1188,349,Strictly Ballroom (1992),Comedy|Romance
1199,350,Brazil (1985),Fantasy|Sci-Fi
1203,351,12 Angry Men (1957),Drama
1211,352,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1225,353,Amadeus (1984),Drama
1250,354,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1259,355,Stand by Me (1986),Adventure|Drama
1266,356,Unforgiven (1992),Drama|Western
1279,357,Night on Earth (1991),Comedy|Drama
1283,358,High Noon (1952),Drama|Western
1288,359,This Is Spinal Tap (1984),Comedy
1304,360,Butch Cassidy and the Sundance Kid (1969),Action|Western
1391,361,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1449,362,Waiting for Guffman (1996),Comedy
1466,363,Donnie Brasco (1997),Crime|Drama
1597,364,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1641,365,"Full Monty, The (1997)",Comedy|Drama
1719,366,"Sweet Hereafter, The (1997)",Drama
1733,367,Afterglow (1997),Drama|Romance
1734,368,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1834,369,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1860,370,Character (Karakter) (1997),Drama
1883,371,Bulworth (1998),Comedy|Drama|Romance
1885,372,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1892,373,"Perfect Murder, A (1998)",Thriller
1895,374,Can't Hardly Wait (1998),Comedy|Drama|Romance
1907,375,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1914,376,Smoke Signals (1998),Comedy|Drama
1916,377,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1923,378,There's Something About Mary (1998),Comedy|Romance
1947,379,West Side Story (1961),Drama|Musical|Romance
1966,380,Metropolitan (1990),Comedy
1968,381,"Breakfast Club, The (1985)",Comedy|Drama
2019,382,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2076,383,Blue Velvet (1986),Drama|Mystery|Thriller
2109,384,"Jerk, The (1979)",Comedy
2145,385,Pretty in Pink (1986),Comedy|Drama|Romance
2150,386,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2186,387,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2203,388,Shadow of a Doubt (1943),Crime|Drama|Thriller
2204,389,Saboteur (1942),Mystery|Thriller
2282,390,Pecker (1998),Comedy|Drama
2324,391,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2336,392,Elizabeth (1998),Drama
2351,393,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
2359,394,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2390,395,Little Voice (1998),Comedy
2467,396,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2583,397,Cookie's Fortune (1999),Comedy|Drama
2599,398,Election (1999),Comedy
2683,399,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2712,400,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2762,401,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2763,402,"Thomas Crown Affair, The (1999)",Action|Mystery
2770,403,Bowfinger (1999),Comedy
2791,404,Airplane! (1980),Comedy
2843,405,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2874,406,"Pajama Game, The (1957)",Comedy|Musical|Romance
2921,407,High Plains Drifter (1973),Western
2926,408,Hairspray (1988),Comedy|Drama
2973,409,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
3044,410,Dead Again (1991),Mystery|Romance|Thriller
3060,411,"Commitments, The (1991)",Comedy|Drama|Musical
3079,412,Mansfield Park (1999),Comedy|Drama|Romance
3083,413,All About My Mother (Todo sobre mi madre) (1999),Drama
3160,414,Magnolia (1999),Drama
3175,415,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3204,416,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
3255,417,"League of Their Own, A (1992)",Comedy|Drama
3317,418,Wonder Boys (2000),Comedy|Drama
3358,419,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
3365,420,"Searchers, The (1956)",Drama|Western
3408,421,Erin Brockovich (2000),Drama
3481,422,High Fidelity (2000),Comedy|Drama|Romance
3508,423,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
3538,424,East is East (1999),Comedy
3591,425,Mr. Mom (1983),Comedy|Drama
3788,426,Blow-Up (Blowup) (1966),Drama|Mystery
3851,427,I'm the One That I Want (2000),Comedy
3897,428,Almost Famous (2000),Drama
3911,429,Best in Show (2000),Comedy
3967,430,Billy Elliot (2000),Drama
3996,431,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
4002,432,"Planes, Trains & Automobiles (1987)",Comedy
4014,433,Chocolat (2000),Drama|Romance
4020,434,"Gift, The (2000)",Thriller
4021,435,Before Night Falls (2000),Drama
4027,436,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4029,437,State and Main (2000),Comedy|Drama
4033,438,Thirteen Days (2000),Drama|Thriller|War
4034,439,Traffic (2000),Crime|Drama|Thriller
4074,440,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama
4121,441,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
4144,442,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
4166,443,Series 7: The Contenders (2001),Action|Drama
4226,444,Memento (2000),Mystery|Thriller
4239,445,Blow (2001),Crime|Drama
4246,446,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4252,447,"Circle, The (Dayereh) (2000)",Drama
4260,448,"Visit, The (2000)",Drama
4273,449,Under the Sand (2000),Drama
4308,450,Moulin Rouge (2001),Drama|Musical|Romance
4347,451,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
4381,452,"Closet, The (Placard, Le) (2001)",Comedy
4641,453,Ghost World (2001),Comedy|Drama
4741,454,Together (Tillsammans) (2000),Comedy|Drama|Romance
4765,455,L.I.E. (2001),Drama
4881,456,"Man Who Wasn't There, The (2001)",Crime|Drama
4896,457,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4902,458,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War
4967,459,No Man's Land (2001),Drama|War
34,460,Babe (1995),Children|Drama
36,461,Dead Man Walking (1995),Crime|Drama
39,462,Clueless (1995),Comedy|Romance
150,463,Apollo 13 (1995),Adventure|Drama|IMAX
153,464,Batman Forever (1995),Action|Adventure|Comedy|Crime
